ms,red,ir,ratio,adcAvg,ratioSlope,AI
3469468215,4,21,0.1905,6639,0.0003,55
3469522533,9,21,0.4286,6639,0.0006,55
3469576533,10,22,0.4545,6638,0.0006,55
3469631533,18,31,0.5806,6638,0.0019,55
3469686502,12,24,0.5,6639,0.0026,55
3469742534,9,20,0.45,6639,0,50
3469797534,9,20,0.45,6638,-0.0007,55
3469851534,9,28,0.3214,6649,0.0011,50
3469905660,11,21,0.5238,6637,0.0008,50
3469960535,12,24,0.5,6633,0.0005,45
3470016502,10,22,0.4545,6633,0.0005,45
3470070502,9,21,0.4286,6633,0.0003,40
3470124534,11,23,0.4783,6631,0.0001,45
3470178640,10,22,0.4545,6633,0.0005,45
